"","Event.Date","State","Latitude","Longitude","Injury.Severity","Aircraft.Damage","Amateur.Built","Purpose.of.Flight"
"11509",2005-07-28," ID "," 43.893889 "," -116.102222 "," Non-Fatal "," Substantial "," No "," Personal "
"11510",2005-07-28," NJ "," 40.875000 "," -74.281111 "," Non-Fatal "," Substantial "," No "," Instructional "
"11511",2005-07-28," OK "," 34.303056 "," -97.019445 "," Non-Fatal "," Substantial "," No "," Personal "
"11512",2005-07-28," MN "," 44.475556 "," -93.016389 "," Non-Fatal "," Substantial "," No "," Personal "
"11513",2005-07-28," MI "," 42.795833 "," -86.161944 "," Non-Fatal "," Destroyed "," No "," Instructional "
"11516",2005-07-27," MA "," 42.460278 "," -71.517778 "," Non-Fatal "," Substantial "," No "," Personal "
"11517",2005-07-27," TX "," 30.548611 "," -99.770278 "," Fatal"," Destroyed "," No "," Personal "
"11518",2005-07-27," AR "," 35.885833 "," -92.366945 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11519",2005-07-27," WI "," 44.159722 "," -88.565833 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11522",2005-07-26," CA "," 34.377223 "," -117.315833 "," Non-Fatal "," Substantial "," No "," Personal "
"11523",2005-07-26," DE "," 38.632223 "," -75.351944 "," Fatal"," Substantial "," No "," Personal "
"11525",2005-07-26," WI "," 43.932778 "," -88.308611 "," Fatal"," Destroyed "," No "," Personal "
"11527",2005-07-26," TN "," 36.454444 "," -82.893333 "," Non-Fatal "," Substantial "," No "," Personal "
"11528",2005-07-26," AK "," 58.896111 "," -137.936111 "," Non-Fatal "," Substantial "," No "," Personal "
"11530",2005-07-25," CA "," 39.483333 "," -121.616667 "," Non-Fatal "," Substantial "," No "," Personal "
"11532",2005-07-25," AK "," 59.281111 "," -158.597222 "," Non-Fatal "," Substantial "," No "," Personal "
"11533",2005-07-24," MD "," 38.315278 "," -76.550000 "," Fatal"," Destroyed "," Yes "," Personal "
"11534",2005-07-01," CA "," 34.515000 "," -117.761944 "," Fatal"," Destroyed "," Yes "," Personal "
"11535",2005-07-01," HI "," 21.318611 "," -157.922223 "," Non-Fatal "," Substantial "," No "," Instructional "
"11536",2005-07-01," OH "," 40.079723 "," -83.073056 "," Non-Fatal "," Substantial "," No "," Instructional "
"11538",2005-07-01," TX "," 35.219167 "," -101.705833 "," Non-Fatal "," Substantial "," No "," Personal "
"11539",2005-07-01," CO "," 38.428334 "," -105.105000 "," Non-Fatal "," Substantial "," No "," Business "
"11541",2005-07-01," IL "," 41.432778 "," -87.781667 "," Non-Fatal "," Substantial "," No "," Instructional "
"11542",2005-07-01," AL "," 32.524444 "," -85.881945 "," Non-Fatal "," Substantial "," No "," Personal "
"11543",2005-07-01," AK "," 61.180000 "," -149.971945 "," Non-Fatal "," Substantial "," No "," Personal "
"11544",2005-07-01," AK "," 58.943055 "," -152.021667 "," Fatal"," Destroyed "," No "," Personal "
"11545",2005-06-30," NY "," 41.200000 "," -73.961667 "," Non-Fatal "," Substantial "," No "," Personal "
"11548",2005-06-30," IN "," 39.532223 "," -86.832223 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11551",2005-06-29," FL "," 29.374445 "," -82.520556 "," Non-Fatal "," Substantial "," No "," Personal "
"11552",2005-06-29," AZ "," 34.654444 "," -112.419723 "," Non-Fatal "," Substantial "," No "," Personal "
"11553",2005-06-29," CA "," 41.052778 "," -121.966667 "," Non-Fatal "," Substantial "," No "," Personal "
"11555",2005-06-29," TX "," 29.721111 "," -98.690000 "," Non-Fatal "," Substantial "," No "," Personal "
"11556",2005-06-29," UT ","  ","  "," Non-Fatal "," Substantial "," No "," Business "
"11557",2005-06-29," CO "," 39.082500 "," -107.225834 "," Fatal"," Substantial "," No "," Personal "
"11558",2005-06-29," NC "," 35.908889 "," -80.453889 "," Non-Fatal "," Substantial "," No "," Personal "
"11560",2005-06-28," ID "," 43.417778 "," -116.706111 "," Fatal"," Substantial "," Yes "," Personal "
"11561",2005-06-28," MT "," 45.703056 "," -108.761111 "," Non-Fatal "," Substantial "," No "," Instructional "
"11562",2005-06-28," IL "," 41.351944 "," -89.153056 "," Non-Fatal "," Substantial "," No "," Personal "
"11564",2005-06-27," CT "," 41.303056 "," -72.050278 "," Fatal"," Destroyed "," No "," Personal "
"11566",2005-06-27," WY "," 43.626667 "," -110.727223 "," Fatal"," Destroyed "," No "," Personal "
"11567",2005-06-27," GA "," 34.430834 "," -85.176945 "," Non-Fatal "," Substantial "," No "," Personal "
"11568",2005-06-26," ID "," 43.494722 "," -114.296666 "," Non-Fatal "," Substantial "," No "," Personal "
"11569",2005-06-26," PA "," 39.830278 "," -75.769723 "," Non-Fatal "," Substantial "," No "," Personal "
"11570",2005-06-26," VA "," 37.825000 "," -75.997777 "," Non-Fatal "," Substantial "," No "," Personal "
"11571",2005-06-26," CA "," 35.066667 "," -118.183333 "," Non-Fatal "," Substantial "," No "," Personal "
"11572",2005-06-26," OH "," 40.224723 "," -83.351667 "," Non-Fatal "," Substantial "," No "," Instructional "
"11573",2005-06-26," VT "," 44.940000 "," -73.083333 "," Fatal"," Substantial "," Yes "," Personal "
"11575",2005-06-26," UT "," 40.141389 "," -111.661111 "," Non-Fatal "," Substantial "," No "," Personal "
"11576",2005-06-26," CO "," 37.259444 "," -104.340555 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11578",2005-06-26," MI "," 42.911111 "," -82.528889 "," Non-Fatal "," Substantial "," No "," Personal "
"11579",2005-06-26," MI "," 44.833333 "," -85.383333 "," Non-Fatal "," Substantial "," No "," Personal "
"11580",2005-06-26," MN "," 45.115556 "," -95.088889 "," Non-Fatal "," Substantial "," No "," Personal "
"11581",2005-06-26," MI "," 43.050000 "," -83.283333 "," Non-Fatal "," Substantial "," No "," Business "
"11582",2005-06-25," OR "," 44.666111 "," -121.163056 "," Fatal"," Destroyed "," Yes "," Personal "
"11585",2005-06-25," PA "," 40.215278 "," -76.861667 "," Fatal"," Destroyed "," No "," Personal "
"11587",2005-06-25," UT "," 37.866111 ","  "," Non-Fatal "," Substantial "," No "," Personal "
"11588",2005-06-25," MI "," 42.531111 "," -85.825278 "," Non-Fatal "," Substantial "," No "," Personal "
"11589",2005-06-25," MI "," 42.531111 "," -85.825278 "," Non-Fatal "," Minor "," No "," Personal "
"11592",2005-06-24," OR "," 45.816667 "," -119.265278 "," Non-Fatal "," Substantial "," No "," Personal "
"11593",2005-06-24," NH "," 42.805000 "," -72.003056 "," Non-Fatal "," Substantial "," No "," Instructional "
"11594",2005-06-24," TX "," 32.420834 "," -99.854444 "," Non-Fatal "," Minor "," No "," Personal "
"11595",2005-06-24," TX "," 32.420834 "," -99.854444 "," Non-Fatal "," Substantial "," No "," Personal "
"11596",2005-06-24," NM ","  ","  "," Non-Fatal "," Substantial "," Yes "," Personal "
"11597",2005-06-24," CO "," 37.763611 "," -108.888611 "," Non-Fatal "," Substantial "," No "," Personal "
"11598",2005-06-24," MI "," 42.625556 "," -82.534444 "," Non-Fatal "," Substantial "," No "," Personal "
"11601",2005-06-23," OR "," 45.361944 "," -123.355556 "," Fatal"," Substantial "," No "," Instructional "
"11602",2005-06-23," MA "," 41.541666 "," -70.524445 "," Non-Fatal "," Substantial "," No "," Personal "
"11603",2005-06-23," PA "," 41.446944 "," -80.391389 "," Non-Fatal "," Substantial "," No "," Instructional "
"11604",2005-06-23," NJ "," 39.555278 "," -75.063611 "," Non-Fatal "," Substantial "," No "," Personal "
"11605",2005-06-16," AZ "," 34.953611 "," -111.318056 "," Non-Fatal "," Substantial "," No "," Personal "
"11606",2005-06-16," OK "," 33.925000 "," -97.295000 "," Non-Fatal "," Substantial "," No "," Instructional "
"11607",2005-06-16," MI "," 42.151389 "," -86.126389 "," Non-Fatal "," Substantial "," No "," Instructional "
"11608",2005-06-16," GA "," 33.183611 "," -84.375000 "," Fatal"," Substantial "," No "," Instructional "
"11609",2005-06-16," SC "," 33.455000 "," -80.855278 "," Non-Fatal "," Substantial "," No "," Personal "
"11612",2005-06-03," LA "," 29.902222 "," -91.663056 "," Fatal"," Substantial "," No "," Personal "
"11613",2005-06-03," TN "," 35.216667 "," -86.083333 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11614",2005-06-03," TN "," 36.995000 "," -84.805556 "," Non-Fatal "," Substantial "," No "," Personal "
"11616",2005-06-02," NY "," 43.366667 "," -76.235555 "," Non-Fatal "," Substantial "," No "," Personal "
"11617",2005-06-02," TX "," 25.906389 "," -97.425834 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11618",2005-06-01," CT "," 41.743889 "," -72.180000 "," Non-Fatal "," Substantial "," No "," Instructional "
"11621",2005-06-01," CA "," 24.285000 "," -118.530278 "," Fatal"," Destroyed "," No "," Personal "
"11622",2005-06-01," TX "," 33.708333 "," -96.670000 "," Non-Fatal "," Substantial "," No "," Instructional "
"11623",2005-05-31," NJ "," 40.850000 "," -74.060833 "," Non-Fatal "," Substantial "," No "," Personal "
"11627",2005-05-31," OK "," 35.957500 "," -95.338333 "," Non-Fatal "," Substantial "," No "," Personal "
"11629",2005-05-30," WA "," 47.266945 "," -122.577223 "," Non-Fatal "," Substantial "," No "," Personal "
"11630",2005-05-30," FL "," 25.966667 "," -81.966667 "," Fatal"," Destroyed "," Yes "," Personal "
"11631",2005-05-30," CA "," 37.895000 "," -121.238333 "," Non-Fatal "," Substantial "," No "," Personal "
"11632",2005-05-30," TX "," 29.506111 "," -95.476667 "," Non-Fatal "," Substantial "," No "," Personal "
"11633",2005-05-30," TX "," 30.369167 "," -104.017223 "," Non-Fatal "," Substantial "," No "," Personal "
"11634",2005-05-30," TX "," 33.983333 "," -96.933333 "," Non-Fatal "," Substantial "," No "," Personal "
"11636",2005-05-30," MO "," 38.110556 "," -92.680556 "," Non-Fatal "," Substantial "," No "," Personal "
"11637",2005-05-30," MI "," 42.600000 "," -83.450000 "," Non-Fatal "," Substantial "," No "," Personal "
"11638",2005-05-29," OR "," 45.401944 "," -122.228889 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11639",2005-05-29," OH "," 39.696944 "," -83.975834 "," Fatal"," Substantial "," Yes "," Personal "
"11642",2005-05-29," CO "," 39.570000 "," -104.849166 "," Non-Fatal "," Substantial "," No "," Personal "
"11643",2005-05-29," WI "," 43.968611 "," -89.802222 "," Non-Fatal "," Substantial "," No "," Personal "
"11644",2005-05-29," AK "," 61.213611 "," -149.844444 "," Non-Fatal "," Substantial "," No "," Personal "
"11645",2005-05-28," MT "," 45.703056 "," -108.761111 "," Non-Fatal "," Substantial "," Yes "," Instructional "
"11646",2005-05-28," FL "," 27.502777 "," -80.369445 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11647",2005-05-28," FL "," 26.585277 "," -81.857778 "," Non-Fatal "," Substantial "," No "," Personal "
"11648",2005-05-28," FL "," 29.136944 "," -83.048333 "," Non-Fatal "," Substantial "," No "," Personal "
"11649",2005-05-28," CA "," 34.629445 "," -116.683889 "," Non-Fatal "," Destroyed "," No "," Personal "
"11650",2005-05-28," CA "," 39.163333 "," -122.131667 "," Non-Fatal "," Substantial "," No "," Personal "
"11652",2005-05-28," TX "," 33.049722 "," -97.232223 "," Non-Fatal "," Substantial "," No "," Personal "
"11653",2005-05-28," TX "," 30.572778 "," -97.443055 "," Fatal"," Substantial "," No "," Personal "
"11656",2005-05-28," KS "," 39.761111 "," -98.793333 "," Non-Fatal "," Substantial "," No "," Personal "
"11657",2005-05-28," NC "," 36.023334 "," -78.330278 "," Non-Fatal "," Substantial "," No "," Personal "
"11658",2005-05-27," WA "," 47.619445 "," -117.630834 "," Non-Fatal "," Substantial "," No "," Personal "
"11659",2005-05-27," FL "," 27.149166 "," -80.340833 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11660",2005-05-27," NY "," 42.929167 "," -73.770278 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11661",2005-05-27," MO "," 37.000000 "," -93.083333 "," Non-Fatal "," Minor "," No "," Personal "
"11664",2005-05-26," GA "," 34.505556 "," -83.554722 "," Non-Fatal "," Substantial "," No "," Personal "
"11665",2005-05-26," NC "," 35.873056 "," -78.785555 "," Non-Fatal "," Substantial "," No "," Personal "
"11668",2005-05-25," NV "," 35.768334 "," -115.329445 "," Non-Fatal "," Substantial "," No "," Instructional "
"11669",2005-05-25," IL "," 41.425556 "," -88.418611 "," Non-Fatal "," Substantial "," No "," Personal "
"11670",2005-05-25," KS "," 37.435277 "," -95.646111 "," Non-Fatal "," Substantial "," No "," Instructional "
"11671",2005-05-24," OR "," 45.533333 "," -122.950000 "," Fatal"," Substantial "," No "," Personal "
"11673",2005-05-24," CT "," 41.459167 "," -73.501111 "," Fatal"," Destroyed "," No "," Personal "
"11676",2005-05-24," TX "," 30.316667 "," -95.333333 "," Non-Fatal "," Substantial "," No "," Personal "
"11677",2005-05-24," LA "," 29.986666 "," -90.254722 "," Non-Fatal "," Substantial "," No "," Personal "
"11681",2005-05-24," IL "," 42.491944 "," -88.967500 "," Fatal"," Destroyed "," Yes "," Personal "
"11683",2005-05-23," MS "," 30.404444 "," -89.068611 "," Non-Fatal "," Substantial "," No "," Personal "
"11684",2005-05-23," UT "," 40.033333 "," -111.933333 "," Non-Fatal "," Substantial "," No "," Instructional "
"11686",2005-05-23," GA "," 34.579167 "," -84.020278 "," Non-Fatal "," Substantial "," No "," Personal "
"11688",2005-05-22," OH "," 41.113333 "," -81.150556 "," Fatal"," Substantial "," No "," Instructional "
"11690",2005-05-22," AZ "," 34.848611 "," -111.788611 "," Non-Fatal "," Substantial "," No "," Personal "
"11691",2005-05-22," AR "," 36.225834 "," -94.032223 "," Non-Fatal "," Substantial "," No "," Instructional "
"11692",2005-05-22," IL "," 39.478056 "," -88.279167 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11693",2005-05-22," WI "," 43.105000 "," -89.185555 "," Non-Fatal "," Substantial "," No "," Personal "
"11694",2005-05-21," ID "," 43.881945 "," -116.510556 "," Non-Fatal "," Substantial "," No "," Personal "
"11696",2005-05-21," MS "," 33.145277 "," -89.061667 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11697",2005-05-21," FL "," 27.885555 "," -81.600833 "," Non-Fatal "," Destroyed "," Yes "," Personal "
"11698",2005-05-21," NY "," 40.572223 "," -73.981111 "," Fatal"," Substantial "," No "," Instructional "
"11699",2005-05-21," LA "," 29.431945 "," -90.265278 "," Fatal"," Destroyed "," Yes "," Personal "
"11700",2005-05-21," TX "," 29.817500 "," -95.670278 "," Non-Fatal "," Substantial "," No "," Personal "
"11701",2005-05-21," CO "," 37.203333 "," -107.870000 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11702",2005-05-21," IL "," 38.991389 "," -89.166111 "," Non-Fatal "," Substantial "," No "," Personal "
"11703",2005-05-21," MI "," 43.644444 "," -84.981945 "," Non-Fatal "," Substantial "," No "," Instructional "
"11704",2005-05-21," MI "," 42.910833 "," -82.528889 "," Non-Fatal "," Substantial "," No "," Instructional "
"11705",2005-05-21," WI "," 42.497777 "," -88.967500 "," Non-Fatal "," Substantial "," No "," Instructional "
"11706",2005-05-21," GA "," 33.421111 "," -85.161667 "," Non-Fatal "," Substantial "," No "," Personal "
"11708",2005-05-20," FL "," 29.174445 "," -81.054722 "," Non-Fatal "," Substantial "," No "," Instructional "
"11709",2005-05-20," CA "," 33.405000 "," -118.415833 "," Non-Fatal "," Substantial "," No "," Personal "
"11710",2005-05-20," CA "," 35.288889 "," -118.593611 "," Fatal"," Destroyed "," No "," Personal "
"11711",2005-05-20," CA "," 34.200833 "," -119.207222 "," Non-Fatal "," Substantial "," No "," Personal "
"11713",2005-05-20," MI "," 43.452222 "," -85.264722 "," Non-Fatal "," Substantial "," No "," Instructional "
"11715",2005-05-19," UT ","  ","  "," Non-Fatal "," Substantial "," No "," Instructional "
"11716",2005-05-19," CO "," 38.289166 "," -104.496389 "," Non-Fatal "," Substantial "," No "," Instructional "
"11719",2005-05-19," MI "," 42.238055 "," -83.530278 "," Non-Fatal "," Substantial "," No "," Personal "
"11721",2005-05-18," AZ "," 32.116111 "," -110.941111 "," Non-Fatal "," Substantial "," No "," Instructional "
"11723",2005-05-18," LA "," 32.446389 "," -93.825556 "," Fatal"," Substantial "," No "," Personal "
"11726",2005-05-18," CO "," 40.263889 "," -103.649444 "," Non-Fatal "," Substantial "," No "," Personal "
"11728",2005-05-17," NY "," 40.795277 "," -73.100278 "," Non-Fatal "," Substantial "," No "," Personal "
"11729",2005-05-17," AZ "," 33.622778 "," -111.910556 "," Non-Fatal "," Substantial "," No "," Instructional "
"11730",2005-05-17," TX "," 31.942500 "," -102.201667 "," Non-Fatal "," Substantial "," No "," Personal "
"11733",2005-05-17," GA "," 32.083333 "," -83.683333 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11735",2005-05-16," HI "," 20.783333 "," -156.533333 "," Non-Fatal "," Substantial "," No "," Personal "
"11737",2005-05-16," AL "," 30.504167 "," -88.278334 "," Fatal"," Substantial "," Yes "," Personal "
"11738",2005-05-16," TN "," 36.183889 "," -86.888889 "," Fatal"," Destroyed "," No "," Personal "
"11739",2005-05-15," NJ "," 39.358889 "," -74.449166 "," Non-Fatal "," Substantial "," No "," Business "
"11740",2005-05-15," FL "," 26.384722 "," -80.101111 "," Non-Fatal "," Substantial "," No "," Personal "
"11742",2005-05-15," CA "," 33.791944 "," -116.587777 "," Fatal"," Destroyed "," No "," Personal "
"11743",2005-05-15," AL "," 32.223056 "," -87.613889 "," Non-Fatal "," Substantial "," No "," Personal "
"11744",2005-05-15," AK "," 59.033333 "," -158.505556 "," Non-Fatal "," Substantial "," No "," Instructional "
"11745",2005-05-14," WA "," 47.103889 "," -122.287222 "," Non-Fatal "," Substantial "," No "," Personal "
"11746",2005-05-14," OR "," 43.933056 "," -123.051944 "," Non-Fatal "," Substantial "," Yes "," Personal "
"11747",2005-05-14," CA "," 38.223334 "," -122.449444 "," Non-Fatal "," Substantial "," No "," Personal "
"11748",2005-05-14," CA "," 38.583333 "," -122.500000 "," Non-Fatal "," Substantial "," No "," Personal "
